model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual
Lexus UX 300e 2021,Lexus,MPV,Performance,160000,783,7,294,4,7.0,EV,Electric,1,0,1050.0,1833.0
Fiat 500e 2021,Fiat,Wagon,Economy,22000,461,2,733,3,6.0,EV,Electric,1,0,900.0,1361.0
Ford Explorer EV 2025,Ford,Crossover,Economy,23988,904,5,247,4,3.8,EV,Electric,1,0,570.0,1474.0
Audi Q4 Sportback 2024,Audi,SUV,Performance,160000,638,5,624,5,3.1,EV,Electric,1,1,465.0,1103.0
Smart #3 2025,Smart,Sedan,Mid-Range,38879,594,5,624,5,4.8,EV,Electric,1,0,720.0,1314.0
Toyota Proace Electric 2024,Toyota,Crossover,Mid-Range,30012,1077,4,505,5,5.7,EV,Electric,1,0,855.0,1932.0
Hyundai Ioniq 6 2021,Hyundai,Crossover,Economy,24751,621,5,781,5,7.2,EV,Electric,1,1,1080.0,1701.0
Nissan Ariya 63 2025,Nissan,Crossover,Economy,27097,460,5,538,4,3.6,EV,Electric,1,1,540.0,1000.0
Nissan Leaf 2024,Nissan,Sedan,Mid-Range,37139,528,6,324,5,7.0,EV,Electric,1,0,1050.0,1578.0
Kia EV9 2022,Kia,SUV,Mid-Range,33887,1084,5,454,5,7.3,EV,Electric,1,0,1095.0,2179.0
Volvo EX30 2023,Volvo,Coupe,Luxury,96636,555,5,688,5,3.8,EV,Electric,1,0,570.0,1125.0
Porsche Taycan Turbo 2025,Porsche,Wagon,Performance,138398,777,7,358,5,7.3,EV,Electric,1,0,1095.0,1872.0
Audi Q8 e-tron 2021,Audi,Wagon,Luxury,91807,1021,5,656,4,8.0,EV,Electric,1,1,1200.0,2221.0
Renault Scenic E-Tech 2021,Renault,Sedan,Mid-Range,37099,1180,6,593,5,6.6,EV,Electric,1,0,990.0,2170.0
Mercedes-Benz EQE 350+ 2024,Mercedes-Benz,SUV,Luxury,83944,1189,5,332,3,6.9,EV,Electric,1,0,1035.0,2224.0
Citroën ë-Berlingo 2024,Citroën,Crossover,Economy,23045,985,4,283,3,8.0,EV,Electric,1,0,1200.0,2185.0
Audi e-tron GT 2021,Audi,Sedan,Premium,66735,836,7,254,3,6.0,EV,Electric,1,0,900.0,1736.0
Volvo XC40 Recharge 2023,Volvo,Crossover,Premium,76038,606,5,307,3,4.5,EV,Electric,1,0,675.0,1281.0
Kia EV6 2022,Kia,Crossover,Mid-Range,36154,787,4,747,3,7.2,EV,Electric,1,0,1080.0,1867.0
Skoda Enyaq iV 60 2023,Skoda,Hatchback,Economy,28350,879,5,524,3,6.1,EV,Electric,1,0,915.0,1794.0
Tesla Model Y Performance 2025,Tesla,Crossover,Luxury,86878,1190,4,710,4,5.9,EV,Electric,1,0,885.0,2075.0
Hyundai Ioniq 6 2025,Hyundai,Hatchback,Economy,22000,739,5,338,3,4.3,EV,Electric,1,0,645.0,1384.0
Porsche Taycan 2024,Porsche,Sedan,Performance,149804,739,6,717,5,6.8,EV,Electric,1,0,1020.0,1759.0
Volvo EX90 2022,Volvo,Wagon,Premium,75868,603,7,605,3,3.4,EV,Electric,1,1,510.0,1113.0
Renault Megane E-Tech 2023,Renault,Sedan,Mid-Range,30165,560,7,202,4,7.6,EV,Electric,1,0,1140.0,1700.0
Volvo EX30 2024,Volvo,MPV,Luxury,89920,939,4,226,3,4.6,EV,Electric,1,0,690.0,1629.0
Hyundai Ioniq 6 2022,Hyundai,Sedan,Mid-Range,31343,791,5,704,5,3.6,EV,Electric,1,0,540.0,1331.0
Tesla Model Y Performance 2025,Tesla,Fastback,Luxury,97691,1168,2,323,5,5.2,EV,Electric,1,0,780.0,1948.0
Polestar 2 Standard Range 2021,Polestar,Fastback,Luxury,82280,1076,6,764,4,3.2,EV,Electric,1,0,480.0,1556.0
Toyota Proace Electric 2021,Toyota,Coupe,Economy,26827,974,5,768,4,6.4,EV,Electric,1,0,960.0,1934.0
BMW i4 M50 2021,BMW,Sedan,Performance,137715,933,5,598,4,7.5,EV,Electric,1,0,1125.0,2058.0
Peugeot E-3008 2021,Peugeot,Hatchback,Mid-Range,38193,469,5,264,4,7.2,EV,Electric,1,0,1080.0,1549.0
Volkswagen ID.3 2023,Volkswagen,Sedan,Economy,23853,804,5,595,3,3.6,EV,Electric,1,0,540.0,1344.0
Porsche Taycan Turbo 2024,Porsche,Fastback,Performance,160000,1007,5,661,3,3.6,EV,Electric,1,0,540.0,1547.0
Ford Mustang Mach-E 2021,Ford,SUV,Mid-Range,35979,1074,7,635,5,7.1,EV,Electric,1,1,1065.0,2139.0
Skoda Enyaq iV 60 2023,Skoda,Hatchback,Economy,22000,990,7,476,4,7.6,EV,Electric,1,0,1140.0,2130.0
MG Marvel R 2021,MG,Sedan,Economy,22000,916,5,291,4,5.3,EV,Electric,1,0,795.0,1711.0
Jaguar I-PACE EV400 2022,Jaguar,MPV,Performance,124811,519,5,409,3,5.5,EV,Electric,1,0,825.0,1344.0
Volkswagen ID.Buzz 2024,Volkswagen,Hatchback,Economy,22000,1089,7,275,4,4.6,EV,Electric,1,0,690.0,1779.0
Citroën ë-C4 2025,Citroën,Sedan,Economy,22000,1087,2,557,5,7.5,EV,Electric,1,0,1125.0,2212.0
Jaguar I-PACE EV400 2024,Jaguar,Coupe,Luxury,110853,616,5,335,5,6.2,EV,Electric,1,0,930.0,1546.0
Peugeot e-208 2023,Peugeot,Wagon,Premium,51014,455,4,600,4,4.4,EV,Electric,1,0,660.0,1115.0
Audi Q4 e-tron 2025,Audi,SUV,Performance,149967,765,5,284,5,4.5,EV,Electric,1,0,675.0,1440.0
Audi Q4 e-tron 2023,Audi,Coupe,Luxury,95791,1098,2,509,5,7.5,EV,Electric,1,0,1125.0,2223.0
Jaguar I-PACE EV400 2024,Jaguar,Crossover,Luxury,86129,903,5,618,3,3.1,EV,Electric,1,1,465.0,1368.0
Jaguar I-PACE EV400 2024,Jaguar,MPV,Luxury,110653,1143,5,311,5,4.6,EV,Electric,1,0,690.0,1833.0
Fiat 500e 2021,Fiat,Crossover,Economy,22465,1166,5,561,4,5.8,EV,Electric,1,1,870.0,2036.0
Opel Mokka-e 2021,Opel,SUV,Mid-Range,37131,854,7,317,4,3.7,EV,Electric,1,0,555.0,1409.0
Volkswagen ID.5 2023,Volkswagen,Sedan,Economy,22000,503,6,449,5,3.5,EV,Electric,1,0,525.0,1028.0
Opel Mokka-e 2023,Opel,Sedan,Mid-Range,42246,476,6,729,4,7.1,EV,Electric,1,0,1065.0,1541.0
Nissan Ariya 87 2023,Nissan,Sedan,Mid-Range,38372,629,5,575,3,7.5,EV,Electric,1,0,1125.0,1754.0
Polestar 2 Long Range 2024,Polestar,Sedan,Luxury,96364,657,2,736,5,7.1,EV,Electric,1,0,1065.0,1722.0
Mercedes-Benz EQE 350+ 2021,Mercedes-Benz,Wagon,Performance,133400,663,5,643,5,7.5,EV,Electric,1,1,1125.0,1788.0
Hyundai Ioniq 5 2025,Hyundai,Wagon,Economy,22000,730,7,629,5,5.8,EV,Electric,1,1,870.0,1600.0
Mercedes-Benz EQE 350+ 2024,Mercedes-Benz,Crossover,Luxury,107668,581,5,510,4,7.1,EV,Electric,1,1,1065.0,1646.0
Audi Q8 e-tron 2021,Audi,Wagon,Luxury,110788,1167,4,432,4,4.9,EV,Electric,1,0,735.0,1902.0
Audi Q4 e-tron 2022,Audi,Fastback,Luxury,119543,949,5,464,5,6.3,EV,Electric,1,0,945.0,1894.0
Polestar 2 Long Range 2022,Polestar,Wagon,Premium,79337,1087,5,453,4,7.9,EV,Electric,1,0,1185.0,2272.0
Audi Q8 Sportback e-tron 2025,Audi,MPV,Luxury,116298,426,5,199,4,4.1,EV,Electric,1,0,615.0,1041.0
Skoda Enyaq iV 80 2023,Skoda,Coupe,Economy,22000,675,7,418,5,4.9,EV,Electric,1,0,735.0,1410.0
Skoda Enyaq iV 80 2023,Skoda,Crossover,Mid-Range,31389,1051,6,449,5,5.4,EV,Electric,1,0,810.0,1861.0
Mercedes-Benz EQA 2022,Mercedes-Benz,Fastback,Luxury,107684,698,5,597,4,3.7,EV,Electric,1,0,555.0,1253.0
BYD Dolphin 2023,BYD,Wagon,Mid-Range,37843,1198,7,489,5,3.4,EV,Electric,1,0,510.0,1708.0
Hyundai Kona Electric 2021,Hyundai,Hatchback,Economy,22000,490,5,210,5,7.1,EV,Electric,1,0,1065.0,1555.0
Dacia Spring 2023,Dacia,Hatchback,Economy,22000,879,5,283,5,7.9,EV,Electric,1,0,1185.0,2064.0
Polestar 2 Standard Range 2022,Polestar,Crossover,Premium,70966,972,2,365,5,5.0,EV,Electric,1,0,750.0,1722.0
Lexus RZ 450e 2025,Lexus,Crossover,Luxury,93973,857,4,307,4,3.4,EV,Electric,1,0,510.0,1367.0
Fiat 500e 2024,Fiat,Sedan,Economy,22000,850,5,389,5,3.3,EV,Electric,1,0,495.0,1345.0
Volkswagen ID.Buzz 2022,Volkswagen,Wagon,Economy,27649,764,6,593,3,7.5,EV,Electric,1,1,1125.0,1889.0
Hyundai Ioniq 6 2024,Hyundai,Wagon,Economy,26244,1074,5,460,5,5.3,EV,Electric,1,0,795.0,1869.0
Mercedes-Benz EQB 2023,Mercedes-Benz,Fastback,Luxury,106336,750,4,432,3,4.6,EV,Electric,1,0,690.0,1440.0
Ford Mustang Mach-E 2025,Ford,Crossover,Economy,28971,1054,4,198,5,5.4,EV,Electric,1,0,810.0,1864.0
Mercedes-Benz EQE 500 2025,Mercedes-Benz,Wagon,Luxury,84727,799,6,315,3,4.6,EV,Electric,1,0,690.0,1489.0
Mercedes-Benz EQS 450+ 2022,Mercedes-Benz,MPV,Performance,152951,652,4,402,3,5.4,EV,Electric,1,0,810.0,1462.0
MG ZS EV 2021,MG,Sedan,Economy,22000,1180,5,182,5,7.3,EV,Electric,1,0,1095.0,2275.0
Nissan Ariya 87 2023,Nissan,Hatchback,Economy,22000,858,2,415,5,6.0,EV,Electric,1,0,900.0,1758.0
BMW iX3 2025,BMW,Crossover,Premium,66045,1098,4,644,5,6.5,EV,Electric,1,0,975.0,2073.0
Kia Niro EV 2021,Kia,Sedan,Mid-Range,33706,898,5,407,3,4.8,EV,Electric,1,0,720.0,1618.0
Polestar 2 Long Range 2025,Polestar,Hatchback,Premium,68935,907,5,678,4,6.7,EV,Electric,1,0,1005.0,1912.0
Ford Explorer EV 2025,Ford,Sedan,Economy,26822,703,5,700,4,6.3,EV,Electric,1,0,945.0,1648.0
Porsche Macan Electric 2023,Porsche,Crossover,Performance,159030,900,5,318,5,3.6,EV,Electric,1,0,540.0,1440.0
Toyota bZ4X 2024,Toyota,Crossover,Premium,50767,997,6,455,4,5.9,EV,Electric,1,0,885.0,1882.0
Peugeot E-308 2023,Peugeot,Sedan,Mid-Range,43803,565,5,470,4,4.3,EV,Electric,1,0,645.0,1210.0
Jaguar I-PACE EV400 2022,Jaguar,Crossover,Luxury,98312,814,5,232,5,7.0,EV,Electric,1,0,1050.0,1864.0
Mercedes-Benz EQE 350+ 2022,Mercedes-Benz,Crossover,Performance,138032,861,7,289,3,5.1,EV,Electric,1,0,765.0,1626.0
MG MG4 2021,MG,Sedan,Economy,23663,513,4,183,5,8.0,EV,Electric,1,0,1200.0,1713.0
Opel Corsa-e 2022,Opel,SUV,Mid-Range,30629,832,7,226,4,3.5,EV,Electric,1,0,525.0,1357.0
Lexus UX 300e 2022,Lexus,MPV,Performance,160000,755,4,273,3,6.9,EV,Electric,1,0,1035.0,1790.0
BYD Tang 2023,BYD,Wagon,Mid-Range,33632,1094,5,739,4,6.4,EV,Electric,1,1,960.0,2054.0
Seat Mii Electric 2022,Seat,Wagon,Economy,22000,606,5,392,3,6.8,EV,Electric,1,0,1020.0,1626.0
Hyundai Ioniq 6 2024,Hyundai,Sedan,Economy,22361,1167,7,615,4,4.5,EV,Electric,1,0,675.0,1842.0
Opel Corsa-e 2023,Opel,Wagon,Mid-Range,30448,634,5,687,5,5.5,EV,Electric,1,1,825.0,1459.0
Audi Q8 Sportback e-tron 2021,Audi,Wagon,Performance,160000,841,5,384,4,7.0,EV,Electric,1,0,1050.0,1891.0
Hyundai Ioniq 5 2025,Hyundai,SUV,Economy,22000,754,7,560,4,4.2,EV,Electric,1,1,630.0,1384.0
Jaguar I-PACE EV400 2021,Jaguar,MPV,Luxury,117091,914,5,252,3,4.1,EV,Electric,1,0,615.0,1529.0
Audi Q4 Sportback 2022,Audi,MPV,Performance,150007,607,5,695,4,5.8,EV,Electric,1,0,870.0,1477.0
Volvo XC40 Recharge 2021,Volvo,Wagon,Luxury,104695,1108,5,255,5,5.6,EV,Electric,1,0,840.0,1948.0
Nissan Leaf 2025,Nissan,Coupe,Premium,51617,524,5,256,5,4.4,EV,Electric,1,0,660.0,1184.0
Kia EV6 2025,Kia,Wagon,Economy,27340,537,2,589,5,4.5,EV,Electric,1,0,675.0,1212.0
Audi e-tron GT 2025,Audi,SUV,Luxury,113222,738,2,793,3,4.4,EV,Electric,1,0,660.0,1398.0
Toyota Proace Electric 2021,Toyota,Wagon,Mid-Range,47438,936,5,285,3,6.9,EV,Electric,1,0,1035.0,1971.0
Ford Explorer EV 2025,Ford,Wagon,Mid-Range,32995,467,5,730,4,6.3,EV,Electric,1,1,945.0,1412.0
Polestar 2 Standard Range 2023,Polestar,Crossover,Luxury,108550,972,7,655,4,7.2,EV,Electric,1,1,1080.0,2052.0
Mercedes-Benz EQS 580 2021,Mercedes-Benz,Wagon,Luxury,111491,940,7,454,4,7.9,EV,Electric,1,0,1185.0,2125.0
Mercedes-Benz EQB 2022,Mercedes-Benz,Crossover,Luxury,97400,782,5,267,3,5.4,EV,Electric,1,0,810.0,1592.0
Mercedes-Benz EQA 2024,Mercedes-Benz,Fastback,Performance,160000,418,6,256,3,3.3,EV,Electric,1,0,495.0,913.0
Hyundai Ioniq 6 2022,Hyundai,Wagon,Mid-Range,41030,1082,5,256,4,3.2,EV,Electric,1,0,480.0,1562.0
BMW iX xDrive50 2022,BMW,Fastback,Performance,133125,849,4,621,3,4.5,EV,Electric,1,0,675.0,1524.0
Lexus RZ 450e 2023,Lexus,Fastback,Luxury,98011,473,6,719,3,7.7,EV,Electric,1,0,1155.0,1628.0
BYD Dolphin 2023,BYD,Wagon,Mid-Range,41372,972,5,424,5,5.6,EV,Electric,1,0,840.0,1812.0
Mercedes-Benz EQE 350+ 2025,Mercedes-Benz,Crossover,Luxury,96428,1064,5,757,5,4.4,EV,Electric,1,1,660.0,1724.0
Renault Megane E-Tech 2024,Renault,Sedan,Mid-Range,38817,675,6,561,4,5.0,EV,Electric,1,0,750.0,1425.0
Peugeot E-308 2021,Peugeot,Sedan,Mid-Range,32647,447,5,749,4,6.0,EV,Electric,1,0,900.0,1347.0
Polestar 2 Standard Range 2023,Polestar,Wagon,Premium,64703,610,6,321,5,6.3,EV,Electric,1,0,945.0,1555.0
Audi Q8 e-tron 2021,Audi,Sedan,Luxury,90729,1050,5,547,3,3.8,EV,Electric,1,0,570.0,1620.0
Renault Megane E-Tech 2022,Renault,Wagon,Mid-Range,45816,1021,5,263,4,7.9,EV,Electric,1,0,1185.0,2206.0
Nissan Leaf 2025,Nissan,Sedan,Economy,25374,1094,4,322,4,5.7,EV,Electric,1,0,855.0,1949.0
Mercedes-Benz EQA 2025,Mercedes-Benz,Fastback,Luxury,84048,939,5,531,4,3.7,EV,Electric,1,0,555.0,1494.0
MG MG4 2024,MG,Sedan,Economy,22000,1108,6,724,3,7.5,EV,Electric,1,0,1125.0,2233.0
Ford Mustang Mach-E 2025,Ford,Sedan,Mid-Range,32440,590,5,331,5,3.4,EV,Electric,1,0,510.0,1100.0
BMW iX xDrive50 2024,BMW,Crossover,Performance,141644,714,5,337,4,7.5,EV,Electric,1,0,1125.0,1839.0
Hyundai Ioniq 5 2021,Hyundai,Sedan,Economy,22000,962,2,625,5,8.0,EV,Electric,1,0,1200.0,2162.0
Mercedes-Benz EQS 450+ 2021,Mercedes-Benz,Crossover,Performance,159091,1060,4,482,5,6.5,EV,Electric,1,0,975.0,2035.0
BMW i7 xDrive60 2022,BMW,Fastback,Performance,147286,1179,5,629,3,6.9,EV,Electric,1,0,1035.0,2214.0
Seat Mii Electric 2023,Seat,Wagon,Economy,25336,961,7,403,3,4.7,EV,Electric,1,0,705.0,1666.0
Opel Mokka-e 2024,Opel,Sedan,Mid-Range,31876,1157,5,222,3,7.7,EV,Electric,1,0,1155.0,2312.0
Jaguar I-PACE EV400 2025,Jaguar,MPV,Performance,160000,512,5,443,3,5.6,EV,Electric,1,0,840.0,1352.0
Opel Corsa-e 2024,Opel,Sedan,Economy,25920,569,6,182,3,6.7,EV,Electric,1,0,1005.0,1574.0
Lexus UX 300e 2023,Lexus,Wagon,Premium,70692,867,5,447,3,7.6,EV,Electric,1,0,1140.0,2007.0
Mercedes-Benz EQB 2025,Mercedes-Benz,SUV,Performance,157783,1077,5,775,4,7.9,EV,Electric,1,1,1185.0,2262.0
BMW iX3 2023,BMW,MPV,Luxury,115529,413,6,195,5,7.2,EV,Electric,1,0,1080.0,1493.0
Mercedes-Benz EQE 500 2023,Mercedes-Benz,Fastback,Luxury,107317,1114,5,513,3,4.5,EV,Electric,1,0,675.0,1789.0
Mercedes-Benz EQE 500 2022,Mercedes-Benz,SUV,Performance,152788,687,5,643,4,7.8,EV,Electric,1,1,1170.0,1857.0
Renault Scenic E-Tech 2025,Renault,Wagon,Economy,23138,588,2,238,5,6.1,EV,Electric,1,0,915.0,1503.0
BMW iX xDrive50 2023,BMW,Fastback,Performance,121446,554,7,356,3,7.7,EV,Electric,1,0,1155.0,1709.0
BMW iX1 2023,BMW,Fastback,Luxury,108783,966,7,242,3,6.4,EV,Electric,1,0,960.0,1926.0
Lexus UX 300e 2023,Lexus,Wagon,Luxury,93597,1093,6,740,4,4.5,EV,Electric,1,1,675.0,1768.0
Kia Niro EV 2024,Kia,Wagon,Mid-Range,30687,1121,4,486,5,4.9,EV,Electric,1,0,735.0,1856.0
Volkswagen ID.Buzz 2024,Volkswagen,Wagon,Economy,22000,870,5,425,3,5.8,EV,Electric,1,0,870.0,1740.0
Porsche Taycan 2025,Porsche,Crossover,Performance,160000,474,4,468,5,7.0,EV,Electric,1,0,1050.0,1524.0
Toyota bZ4X 2025,Toyota,Crossover,Mid-Range,38216,676,2,511,4,4.6,EV,Electric,1,0,690.0,1366.0
Toyota bZ4X 2022,Toyota,Sedan,Economy,22000,1044,5,706,3,5.9,EV,Electric,1,0,885.0,1929.0
BYD Atto 3 2022,BYD,Sedan,Mid-Range,33074,742,7,434,5,4.7,EV,Electric,1,0,705.0,1447.0
BYD Atto 3 2024,BYD,Crossover,Economy,25967,824,7,783,4,7.1,EV,Electric,1,1,1065.0,1889.0
MG Marvel R 2023,MG,Fastback,Mid-Range,37748,970,5,689,4,5.3,EV,Electric,1,0,795.0,1765.0
Volkswagen ID.Buzz 2021,Volkswagen,Wagon,Mid-Range,36237,910,4,785,3,3.4,EV,Electric,1,0,510.0,1420.0
Volkswagen ID.Buzz 2021,Volkswagen,Wagon,Mid-Range,37658,581,5,642,5,3.8,EV,Electric,1,1,570.0,1151.0
Ford Explorer EV 2024,Ford,Wagon,Economy,26970,857,5,378,3,3.3,EV,Electric,1,0,495.0,1352.0
Cupra Tavascan 2024,Cupra,Crossover,Economy,22000,463,6,450,3,5.5,EV,Electric,1,0,825.0,1288.0
BMW i3s 2025,BMW,Crossover,Performance,160000,659,6,737,5,3.5,EV,Electric,1,1,525.0,1184.0
Tesla Model S Dual Motor 2025,Tesla,Sedan,Luxury,82149,592,5,243,5,3.6,EV,Electric,1,0,540.0,1132.0
MG MG4 2023,MG,Sedan,Economy,22000,1054,5,409,5,7.7,EV,Electric,1,0,1155.0,2209.0
Volvo C40 Recharge 2022,Volvo,Fastback,Luxury,94485,1015,2,428,4,7.4,EV,Electric,1,0,1110.0,2125.0
Fiat 500e 2024,Fiat,Sedan,Economy,22000,805,5,425,4,5.3,EV,Electric,1,0,795.0,1600.0
Mercedes-Benz EQB 2021,Mercedes-Benz,Crossover,Performance,160000,1125,5,766,5,7.9,EV,Electric,1,1,1185.0,2310.0
Peugeot e-208 2022,Peugeot,Crossover,Mid-Range,36891,1153,4,336,4,3.0,EV,Electric,1,0,450.0,1603.0
Kia Niro EV 2022,Kia,Crossover,Mid-Range,43237,1120,5,743,3,6.1,EV,Electric,1,1,915.0,2035.0
Renault Scenic E-Tech 2025,Renault,Hatchback,Economy,22000,492,6,267,5,6.1,EV,Electric,1,0,915.0,1407.0
Lexus UX 300e 2023,Lexus,Crossover,Premium,73494,829,5,492,3,5.3,EV,Electric,1,0,795.0,1624.0
Polestar 2 Standard Range 2023,Polestar,Fastback,Luxury,114915,1053,4,245,5,5.0,EV,Electric,1,0,750.0,1803.0
Dacia Spring 2021,Dacia,Sedan,Economy,22000,833,4,199,3,5.3,EV,Electric,1,0,795.0,1628.0
Lexus RZ 450e 2024,Lexus,Crossover,Luxury,102416,803,5,212,5,5.1,EV,Electric,1,0,765.0,1568.0
Hyundai Kona Electric 2022,Hyundai,Hatchback,Mid-Range,41858,833,5,737,3,6.7,EV,Electric,1,0,1005.0,1838.0
Jaguar I-PACE EV400 2025,Jaguar,Crossover,Luxury,100356,511,5,252,5,3.7,EV,Electric,1,0,555.0,1066.0
BYD Tang 2022,BYD,Sedan,Mid-Range,42690,774,5,522,5,4.0,EV,Electric,1,0,600.0,1374.0
Kia EV6 2023,Kia,SUV,Economy,22000,458,5,312,4,3.9,EV,Electric,1,0,585.0,1043.0
Mercedes-Benz EQE 350+ 2024,Mercedes-Benz,Crossover,Premium,68265,442,6,234,3,4.3,EV,Electric,1,0,645.0,1087.0
Jaguar I-PACE EV400 2025,Jaguar,Crossover,Premium,76291,606,5,240,4,5.6,EV,Electric,1,0,840.0,1446.0
Volvo EX30 2023,Volvo,Crossover,Luxury,99184,1179,6,699,3,3.6,EV,Electric,1,1,540.0,1719.0
Mercedes-Benz EQB 2021,Mercedes-Benz,Crossover,Performance,148501,695,5,451,4,7.3,EV,Electric,1,0,1095.0,1790.0
Jaguar I-PACE EV400 2025,Jaguar,MPV,Luxury,115484,517,4,425,5,4.5,EV,Electric,1,0,675.0,1192.0
Kia EV6 2024,Kia,Crossover,Mid-Range,39743,931,5,355,4,3.8,EV,Electric,1,0,570.0,1501.0
Ford Explorer EV 2023,Ford,Fastback,Premium,58403,621,5,496,4,6.4,EV,Electric,1,0,960.0,1581.0
Nissan Leaf 2024,Nissan,Hatchback,Economy,27030,565,7,310,5,3.2,EV,Electric,1,0,480.0,1045.0
Kia EV6 2024,Kia,Wagon,Mid-Range,36961,1042,5,281,4,6.1,EV,Electric,1,0,915.0,1957.0
MG MG4 2023,MG,Crossover,Economy,22000,555,7,489,5,6.5,EV,Electric,1,0,975.0,1530.0
Polestar 2 Standard Range 2022,Polestar,Sedan,Luxury,95430,583,7,471,3,4.1,EV,Electric,1,0,615.0,1198.0
MG ZS EV 2023,MG,Crossover,Economy,22000,489,5,674,4,3.2,EV,Electric,1,1,480.0,969.0
Toyota Proace Electric 2022,Toyota,Crossover,Mid-Range,31342,493,5,540,5,4.8,EV,Electric,1,1,720.0,1213.0
Hyundai Kona Electric 2025,Hyundai,Crossover,Premium,50567,412,5,517,5,3.5,EV,Electric,1,1,525.0,937.0
Jaguar I-PACE EV400 2021,Jaguar,MPV,Performance,128622,1141,7,758,4,3.6,EV,Electric,1,0,540.0,1681.0
Ford Mustang Mach-E 2022,Ford,Sedan,Mid-Range,32832,837,6,189,3,4.3,EV,Electric,1,0,645.0,1482.0
Toyota Proace Electric 2021,Toyota,Crossover,Economy,29284,937,4,228,4,4.5,EV,Electric,1,0,675.0,1612.0
Polestar 2 Standard Range 2021,Polestar,Wagon,Premium,63862,986,6,666,5,5.6,EV,Electric,1,1,840.0,1826.0
BMW iX3 2023,BMW,Coupe,Luxury,90131,549,4,500,3,6.4,EV,Electric,1,0,960.0,1509.0
BYD Seal 2021,BYD,Sedan,Economy,29009,1059,5,748,4,6.0,EV,Electric,1,0,900.0,1959.0
Kia EV9 2025,Kia,Hatchback,Mid-Range,33515,407,5,312,5,3.7,EV,Electric,1,0,555.0,962.0
Volkswagen ID.7 2021,Volkswagen,Sedan,Economy,28069,428,5,762,4,3.9,EV,Electric,1,0,585.0,1013.0
Opel Astra Electric 2022,Opel,Wagon,Mid-Range,39066,695,6,262,3,7.4,EV,Electric,1,0,1110.0,1805.0
Citroën ë-C4 2024,Citroën,Sedan,Mid-Range,30811,1120,5,236,3,5.8,EV,Electric,1,0,870.0,1990.0
BMW iX xDrive50 2022,BMW,MPV,Premium,73760,1039,4,555,3,7.3,EV,Electric,1,0,1095.0,2134.0
Polestar 2 Long Range 2025,Polestar,Wagon,Premium,75468,739,5,528,3,4.9,EV,Electric,1,1,735.0,1474.0
BMW i7 xDrive60 2025,BMW,SUV,Performance,160000,1027,5,450,3,6.1,EV,Electric,1,0,915.0,1942.0
Volkswagen ID.5 2025,Volkswagen,Fastback,Mid-Range,43533,838,5,662,4,5.6,EV,Electric,1,0,840.0,1678.0
Kia Niro EV 2025,Kia,Sedan,Economy,28044,543,5,290,3,4.6,EV,Electric,1,0,690.0,1233.0
BMW i4 M50 2022,BMW,Coupe,Performance,135851,1146,4,255,3,5.3,EV,Electric,1,0,795.0,1941.0
Jaguar I-PACE EV400 2024,Jaguar,Fastback,Performance,124130,918,5,337,5,5.5,EV,Electric,1,0,825.0,1743.0
Citroën ë-C4 2021,Citroën,Hatchback,Economy,23108,444,5,711,3,4.0,EV,Electric,1,0,600.0,1044.0
Skoda Enyaq Coupe 2025,Skoda,SUV,Mid-Range,42100,638,5,508,5,4.6,EV,Electric,1,1,690.0,1328.0
Porsche Taycan 2023,Porsche,SUV,Performance,160000,554,4,301,5,7.0,EV,Electric,1,0,1050.0,1604.0
BMW i4 eDrive40 2023,BMW,Fastback,Performance,132344,580,5,220,5,7.6,EV,Electric,1,0,1140.0,1720.0
Hyundai Kona Electric 2025,Hyundai,Hatchback,Mid-Range,37197,614,5,346,4,4.8,EV,Electric,1,0,720.0,1334.0
Citroën ë-C4 X 2022,Citroën,MPV,Economy,25086,487,5,202,4,4.5,EV,Electric,1,0,675.0,1162.0
Porsche Taycan Turbo 2023,Porsche,Sedan,Performance,127418,655,5,458,5,4.0,EV,Electric,1,0,600.0,1255.0
Hyundai Ioniq 5 2023,Hyundai,Crossover,Economy,29746,910,5,648,4,6.4,EV,Electric,1,1,960.0,1870.0
Cupra Tavascan 2021,Cupra,Sedan,Economy,22000,472,7,579,3,4.6,EV,Electric,1,0,690.0,1162.0
Skoda Enyaq iV 80 2021,Skoda,Sedan,Mid-Range,32200,578,7,188,4,7.9,EV,Electric,1,0,1185.0,1763.0
Opel Astra Electric 2025,Opel,Hatchback,Economy,22000,611,5,192,3,4.6,EV,Electric,1,0,690.0,1301.0
Jaguar I-PACE EV400 2022,Jaguar,Fastback,Performance,160000,633,5,231,3,5.0,EV,Electric,1,0,750.0,1383.0
Hyundai Ioniq 5 2022,Hyundai,Sedan,Mid-Range,31200,864,6,388,4,6.0,EV,Electric,1,0,900.0,1764.0
Cupra Tavascan 2023,Cupra,Sedan,Mid-Range,32200,1150,5,729,4,7.0,EV,Electric,1,0,1050.0,2200.0
Skoda Enyaq iV 80 2022,Skoda,Crossover,Economy,29708,622,4,791,5,5.3,EV,Electric,1,0,795.0,1417.0
Volvo EX90 2021,Volvo,SUV,Luxury,93420,1030,6,581,4,5.1,EV,Electric,1,1,765.0,1795.0
