model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual,cto_5y,prop_cto_ingreso
Honda 999,Honda,Sedan,D,53057,712,5,610,3,6.05,Hybrid,Diesel+Electric,1,0,907.5,1619.5,61154.5,1.7615652724968314
Dacia EE1,Dacia,Pickup,B,35765,597,3,0,5,8.31,Petrol,Petrol,0,0,1246.5,1843.5,44982.5,1.295728194492453
Opel 777,Opel,Crossover,F,109385,519,5,444,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1269.0,115730.0,3.3336213849521834
Volvo N11,Volvo,Crossover,B,34164,613,5,709,4,6.28,Diesel,Diesel,0,1,942.0,1555.0,41939.0,1.2080596842954257
Hyundai K7 Pro,Hyundai,Hatchback,C,53520,770,5,389,4,5.7,Hybrid,Diesel+Electric,1,0,855.0,1625.0,61645.0,1.7756942044014288
Peugeot TT-8,Peugeot,Sedan,B,32254,565,5,401,4,12.74,Petrol,Petrol,0,0,1911.0,2476.0,44634.0,1.2856895955755272
Toyota NN2,Toyota,SUV,B,38699,605,6,610,4,6.05,Hybrid,Petrol+Electric,1,1,907.5,1512.5,46261.5,1.3325699965433806
Mazda ZZ5,Mazda,Crossover,F,116502,715,5,636,4,7.05,Hybrid,Petrol+Electric,1,1,1057.5,1772.5,125364.5,3.6111447171333104
Cupra BB-66,Cupra,SUV,C,42322,462,7,678,4,14.17,Petrol,Petrol,0,1,2125.5,2587.5,55259.5,1.5917588431846987
Hyundai II2,Hyundai,Wagon,B,37663,400,5,529,5,9.15,Diesel,Diesel,0,1,1372.5,1772.5,46525.5,1.3401745592810232
Mercedes-Benz V22,Mercedes-Benz,Sedan,D,61338,670,5,405,3,6.27,Hybrid,Petrol+Electric,1,0,940.4999999999999,1610.5,69390.5,1.998804585781772
Lamborghini CC7,Lamborghini,Wagon,E,69784,750,5,527,4,9.88,Petrol,Petrol,0,1,1482.0000000000002,2232.0,80944.0,2.3316050236202326
Toyota C-Class,Toyota,Coupe,E,67588,688,3,214,3,8.77,Diesel,Diesel,0,0,1315.5,2003.5,77605.5,2.2354389906671277
Audi LL7,Audi,Wagon,E,70451,418,5,531,5,7.36,Hybrid,Diesel+Electric,1,1,1104.0,1522.0,78061.0,2.2485597419057495
Fiat A-Class,Fiat,Wagon,E,73362,624,5,577,4,8.17,Hybrid,Petrol+Electric,1,1,1225.5,1849.5,82609.5,2.3795800207397164
Citroën T4x,Citroën,Convertible,D,56584,709,3,200,3,9.74,Diesel,Diesel,0,0,1461.0,2170.0,67434.0,1.9424472865537505
Mercedes-Benz PP9,Mercedes-Benz,Hatchback,C,36047,650,5,467,5,11.2,Petrol,Petrol,0,0,1680.0,2330.0,47697.0,1.373919806429312
Volvo MM-33,Volvo,Wagon,E,73957,681,5,714,4,10.18,Hybrid,Petrol+Electric,1,1,1527.0,2208.0,84997.0,2.4483523447401776
Audi Q1,Audi,Pickup,B,36575,632,2,0,3,7.84,Diesel,Diesel,0,0,1176.0,1808.0,45615.0,1.3139474593847218
Toyota A55,Toyota,Crossover,B,32468,460,7,613,4,12.23,Petrol,Petrol,0,1,1834.5,2294.5,43940.5,1.265713215808273
Audi O33,Audi,Sedan,C,41931,561,5,559,4,7.84,Diesel,Diesel,0,0,1176.0,1737.0,50616.0,1.4580020739716557
Suzuki C8,Suzuki,Pickup,C,38627,646,5,0,5,8.36,Petrol,Petrol,0,0,1254.0,1900.0,48127.0,1.3863060260398663
Renault 222,Renault,Hatchback,C,48761,486,5,431,3,8.52,Petrol,Petrol,0,0,1278.0,1764.0,57581.0,1.658630026500749
Land Rover K22,Land Rover,SUV,E,78100,570,6,510,4,7.2,Diesel,Diesel,0,1,1080.0,1650.0,86350.0,2.4873257287705957
Volkswagen TT-4,Volkswagen,Hatchback,C,43743,688,5,496,4,6.51,Diesel,Diesel,0,0,976.5,1664.5,52065.5,1.4997551561239775
Saab U7x,Saab,SUV,C,39735,647,7,452,5,8.71,Diesel,Diesel,0,0,1306.5000000000002,1953.5000000000002,49502.5,1.4259275262126974
Opel SS-88,Opel,SUV,C,39773,708,6,563,3,10.07,Petrol,Petrol,0,1,1510.5,2218.5,50865.5,1.4651889618619656
Peugeot B9x,Peugeot,SUV,D,65512,739,7,608,4,7.8,Hybrid,Petrol+Electric,1,1,1170.0,1909.0,75057.0,2.16202903560318
Lamborghini GG-22,Lamborghini,MPV,B,33911,509,6,607,4,7.28,Diesel,Diesel,0,0,1092.0,1601.0,41916.0,1.2073971655720706
Vauxhall O88,Vauxhall,SUV,A,25004,696,5,607,5,12.72,Petrol,Petrol,0,1,1908.0,2604.0,38024.0,1.0952874755156123
Rolls-Royce HH-22,Rolls-Royce,SUV,D,54641,578,6,512,4,7.85,Hybrid,Petrol+Electric,1,1,1177.5,1755.5,63418.5,1.8267801590044936
Opel E88,Opel,Convertible,C,37316,609,3,241,4,11.87,Petrol,Petrol,0,0,1780.4999999999998,2389.5,49263.5,1.41904309252218
Audi W1x,Audi,Coupe,C,40701,543,4,220,4,8.14,Diesel,Diesel,0,0,1221.0,1764.0,49521.0,1.42646042170757
Suzuki LL-99,Suzuki,Sedan,C,47568,672,5,514,3,7.01,Diesel,Diesel,0,0,1051.5,1723.5,56185.5,1.6184324230902178
Toyota U8 Pro,Toyota,Hatchback,A,28459,441,5,423,4,5.36,Hybrid,Petrol+Electric,1,0,804.0,1245.0,34684.0,0.9990782348196797
Renault O6 Pro,Renault,Crossover,D,55099,372,7,751,4,9.05,Diesel,Diesel,0,1,1357.5,1729.5,63746.5,1.8362282521027768
Hyundai VV-4,Hyundai,Coupe,C,37755,744,2,230,4,9.36,Petrol,Petrol,0,0,1404.0,2148.0,48495.0,1.3969063256135499
Volvo G-Class,Volvo,Crossover,C,42860,425,6,516,5,5.93,Hybrid,Petrol+Electric,1,1,889.5,1314.5,49432.5,1.4239111648807465
Mazda 777,Mazda,Sedan,E,71266,509,5,530,5,11.32,Petrol,Petrol,0,0,1698.0,2207.0,82301.0,2.370693628298191
Skoda KK4,Skoda,Wagon,D,55571,547,5,728,4,9.36,Diesel,Diesel,0,1,1404.0,1951.0,65326.0,1.8817260053001499
Fiat R6,Fiat,Crossover,B,28805,743,6,623,4,9.0,Petrol,Petrol,0,1,1350.0,2093.0,39270.0,1.1311787072243347
Renault H22,Renault,Crossover,D,54436,621,6,707,4,12.74,Petrol,Petrol,0,1,1911.0,2532.0,67096.0,1.9327111418366172
Hyundai B33,Hyundai,Convertible,B,28036,579,2,249,4,15.28,Petrol,Petrol,0,0,2292.0,2871.0,42391.0,1.22107961746745
Audi 222,Audi,Wagon,B,34081,651,5,674,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1401.0,41086.0,1.1834888812075124
Kia AA6,Kia,Crossover,D,54947,651,5,537,4,11.88,Petrol,Petrol,0,1,1782.0000000000002,2433.0,67112.0,1.9331720244267774
Ford NN-55,Ford,Crossover,B,26604,525,7,425,4,9.75,Petrol,Petrol,0,0,1462.5,1987.5,36541.5,1.0525838230210853
Hyundai T-Class,Hyundai,Crossover,C,36659,566,7,555,4,16.25,Petrol,Petrol,0,1,2437.5,3003.5,51676.5,1.4885499481507085
Volkswagen Q-Class,Volkswagen,SUV,E,90833,886,6,580,5,9.31,Diesel,Diesel,0,1,1396.5,2282.5,102245.5,2.9451981795137687
Citroën A3,Citroën,SUV,D,57897,478,7,718,4,8.15,Diesel,Diesel,0,1,1222.5,1700.5,66399.5,1.9126483465837079
Ferrari S8x,Ferrari,Wagon,E,69634,463,5,782,5,8.92,Petrol,Petrol,0,1,1338.0,1801.0,78639.0,2.2652091254752853
Lexus K5x,Lexus,Crossover,E,78857,717,6,512,4,9.38,Petrol,Petrol,0,1,1407.0000000000002,2124.0,89477.0,2.5773994699850213
Rolls-Royce W7 Pro,Rolls-Royce,SUV,C,50183,626,7,519,5,7.91,Hybrid,Petrol+Electric,1,1,1186.5,1812.5,59245.5,1.7065762184583477
Seat NN-55,Seat,Hatchback,D,56380,561,5,449,3,8.67,Petrol,Petrol,0,0,1300.5,1861.5,65687.5,1.8921390713215809
Mini TT-88,Mini,Wagon,C,47537,884,5,767,4,12.69,Diesel,Diesel,0,1,1903.5,2787.5,61474.5,1.7707829243000346
Audi C-Class,Audi,Crossover,D,53204,422,6,518,3,7.42,Hybrid,Petrol+Electric,1,1,1113.0,1535.0,60879.0,1.7536294503975112
Skoda NN-6,Skoda,SUV,C,38745,584,5,469,5,6.08,Diesel,Diesel,0,0,912.0,1496.0,46225.0,1.3315186081345778
Volkswagen X1x,Volkswagen,SUV,A,35807,584,7,630,5,5.73,Hybrid,Diesel+Electric,1,1,859.5000000000001,1443.5,43024.5,1.239327687521604
Hyundai L-Class,Hyundai,Sedan,B,44002,571,5,541,4,8.06,Diesel,Diesel,0,0,1209.0,1780.0,52902.0,1.523850674040788
Audi O4,Audi,Pickup,D,56429,524,5,0,3,10.48,Diesel,Diesel,0,0,1572.0,2096.0,66909.0,1.9273245765641203
Peugeot LL4,Peugeot,Convertible,B,32167,458,4,208,4,6.4,Hybrid,Petrol+Electric,1,0,960.0,1418.0,39257.0,1.1308042401198295
Kia GG-11,Kia,Crossover,C,38720,789,5,590,4,9.31,Diesel,Diesel,0,1,1396.5,2185.5,49647.5,1.4301042746860237
Koenigsegg I7x,Koenigsegg,SUV,E,72489,594,5,788,5,6.08,Diesel,Diesel,0,1,912.0,1506.0,80019.0,2.304960248876599
Volkswagen P88,Volkswagen,Wagon,D,58173,612,5,781,4,10.3,Hybrid,Petrol+Electric,1,1,1545.0,2157.0,68958.0,1.9863463532665053
Volkswagen 666,Volkswagen,SUV,C,41922,520,5,766,5,11.65,Diesel,Diesel,0,1,1747.5,2267.5,53259.5,1.5341485194146791
Volvo T77,Volvo,Pickup,B,34752,632,5,0,4,8.29,Hybrid,Petrol+Electric,1,0,1243.4999999999998,1875.4999999999998,44129.5,1.2711573914045398
Opel LL-4,Opel,Hatchback,E,76964,713,5,306,4,9.98,Petrol,Petrol,0,0,1497.0,2210.0,88014.0,2.535257518147252
Renault X6,Renault,Hatchback,C,46912,535,5,507,3,7.27,Hybrid,Petrol+Electric,1,0,1090.5,1625.5,55039.5,1.5854217075699966
Nissan ZZ-11,Nissan,Crossover,C,37112,619,7,744,5,7.65,Petrol,Petrol,0,1,1147.5,1766.5,45944.5,1.3234387602258324
Peugeot M66,Peugeot,Sedan,E,70992,546,5,538,4,5.58,Hybrid,Petrol+Electric,1,0,837.0,1383.0,77907.0,2.244123746975458
Toyota 999,Toyota,Crossover,B,34402,538,6,617,3,11.02,Petrol,Petrol,0,1,1653.0,2191.0,45357.0,1.3065157276183892
Seat P77,Seat,Wagon,C,40035,581,5,568,4,9.19,Petrol,Petrol,0,1,1378.5,1959.5,49832.5,1.4354332296347505
Renault OO-5,Renault,Hatchback,B,28856,586,5,447,3,8.04,Diesel,Diesel,0,0,1205.9999999999998,1791.9999999999998,37816.0,1.0892960018435303
Audi CC-6,Audi,SUV,B,29362,530,5,683,5,14.07,Petrol,Petrol,0,1,2110.5,2640.5,42564.5,1.2260773130544993
Peugeot R-Class,Peugeot,Crossover,C,47659,380,7,698,5,6.94,Hybrid,Petrol+Electric,1,1,1041.0,1421.0,54764.0,1.5774858854706764
Volkswagen UU7,Volkswagen,Coupe,D,56199,417,4,234,4,8.86,Petrol,Petrol,0,0,1329.0,1746.0,64929.0,1.870290356031801
Opel KK7,Opel,SUV,C,48027,360,7,468,4,5.92,Hybrid,Petrol+Electric,1,0,888.0,1248.0,54267.0,1.5631697200138264
Land Rover H5x,Land Rover,Sedan,D,65932,421,5,492,4,7.08,Hybrid,Petrol+Electric,1,0,1062.0,1483.0,73347.0,2.1127722087798135
Ford II5,Ford,Crossover,D,47990,650,6,474,5,7.38,Diesel,Diesel,0,0,1107.0,1757.0,56775.0,1.635413066021431
Seat KK-5,Seat,SUV,E,65448,546,5,774,4,7.58,Diesel,Diesel,0,1,1137.0,1683.0,73863.0,2.1276356723124783
Toyota 222,Toyota,Wagon,A,25266,490,5,563,4,9.23,Diesel,Diesel,0,1,1384.5,1874.5,34638.5,0.9977675999539117
Toyota T4x,Toyota,Crossover,D,56011,795,7,483,4,13.26,Petrol,Petrol,0,0,1989.0,2784.0,69931.0,2.0143737757806197
Ford XX-5,Ford,Sedan,B,31777,673,5,417,4,7.91,Hybrid,Petrol+Electric,1,0,1186.5,1859.5,41074.5,1.1831576218458348
Peugeot T-Class,Peugeot,Wagon,D,57548,404,5,852,4,5.77,Hybrid,Petrol+Electric,1,1,865.4999999999999,1269.5,63895.5,1.8405202212236433
Opel H-Class,Opel,SUV,C,42762,468,6,482,4,10.44,Diesel,Diesel,0,0,1566.0,2034.0,52932.0,1.5247148288973384
Opel I1x,Opel,Hatchback,D,54426,501,5,406,3,10.52,Diesel,Diesel,0,0,1578.0,2079.0,64821.0,1.86717939854822
Volkswagen W9 Pro,Volkswagen,Crossover,B,37930,519,6,733,5,5.0,Hybrid,Diesel+Electric,1,1,750.0,1269.0,44275.0,1.2753485424588087
Opel E44,Opel,MPV,D,62988,485,8,656,4,6.11,Diesel,Diesel,0,0,916.5,1401.5,69995.5,2.016231708722203
Mini T6,Mini,Wagon,B,32601,430,5,639,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1180.0,38501.0,1.109027537734762
Bentley O3 Pro,Bentley,Sedan,B,44519,634,5,542,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1384.0,51439.0,1.4817087222030187
Mercedes-Benz ZZ-44,Mercedes-Benz,Wagon,C,41480,568,5,545,4,9.84,Diesel,Diesel,0,1,1476.0,2044.0,51700.0,1.4892268694550064
Lancia V9 Pro,Lancia,Sedan,C,45229,458,5,516,4,9.97,Diesel,Diesel,0,0,1495.5,1953.5,54996.5,1.5841830856089412
Seat D-Class,Seat,Crossover,D,52946,623,6,662,3,7.16,Diesel,Diesel,0,1,1074.0,1697.0,61431.0,1.7695298997580367
Volvo D11,Volvo,SUV,D,61864,612,5,601,4,13.19,Petrol,Petrol,0,1,1978.5,2590.5,74816.5,2.155101394169835
Toyota EE-11,Toyota,Sedan,C,48181,609,5,468,4,8.89,Hybrid,Petrol+Electric,1,0,1333.5,1942.5,57893.5,1.6676316395898145
Volkswagen D88,Volkswagen,SUV,D,55728,446,7,506,4,8.83,Diesel,Diesel,0,1,1324.5,1770.5,64580.5,1.860251757114875
Vauxhall Q6,Vauxhall,MPV,D,55215,688,7,602,4,10.94,Petrol,Petrol,0,0,1641.0,2329.0,66860.0,1.9259131236317548
Cupra R-Class,Cupra,Sedan,E,83756,630,5,452,5,9.78,Diesel,Diesel,0,0,1467.0,2097.0,94241.0,2.714627261205208
Mazda KK-7,Mazda,Coupe,B,36408,403,3,368,3,6.58,Hybrid,Petrol+Electric,1,0,987.0,1390.0,43358.0,1.2489342090102546
Mazda LL8,Mazda,Crossover,C,42316,582,6,472,5,9.52,Diesel,Diesel,0,0,1428.0,2010.0,52366.0,1.508411107270423
Saab E11,Saab,SUV,D,55628,645,7,764,4,9.91,Petrol,Petrol,0,1,1486.5,2131.5,66285.5,1.9093645581288168
Skoda AA-1,Skoda,Hatchback,B,35739,588,5,372,4,6.4,Hybrid,Petrol+Electric,1,0,960.0,1548.0,43479.0,1.2524196335983409
Audi I-Class,Audi,Sedan,B,34661,692,5,522,5,9.43,Hybrid,Petrol+Electric,1,0,1414.5,2106.5,45193.5,1.3018060836501901
Toyota N-Class,Toyota,Hatchback,B,33475,439,5,475,4,6.3,Hybrid,Petrol+Electric,1,0,945.0,1384.0,40395.0,1.1635845143449706
Volkswagen Z44,Volkswagen,Crossover,C,48046,411,7,589,3,6.3,Diesel,Diesel,0,1,945.0,1356.0,54826.0,1.579271805507547
Ford A3,Ford,Pickup,C,39298,470,2,0,4,7.81,Hybrid,Diesel+Electric,1,0,1171.5,1641.5,47505.5,1.3684036179283328
Fiat DD3,Fiat,Convertible,D,52790,213,2,316,3,9.13,Hybrid,Petrol+Electric,1,0,1369.5000000000002,1582.5000000000002,60702.5,1.748545339324807
Fiat 888,Fiat,Hatchback,C,40331,418,5,322,3,15.21,Petrol,Petrol,0,0,2281.5,2699.5,53828.5,1.5505386565272496
Opel NN6,Opel,Sedan,D,63231,579,5,535,5,8.61,Diesel,Diesel,0,0,1291.5,1870.5,72583.5,2.0907794676806084
Dacia X7 Pro,Dacia,Hatchback,B,28439,433,5,406,4,10.27,Petrol,Petrol,0,0,1540.5,1973.5,38306.5,1.1034249337481277
Audi LL-6,Audi,Pickup,D,55402,663,2,0,4,10.6,Diesel,Diesel,0,0,1590.0,2253.0,66667.0,1.9203537273879479
Audi AA-99,Audi,Sedan,D,57337,639,5,505,4,6.76,Diesel,Diesel,0,0,1014.0,1653.0,65602.0,1.8896762299804124
Audi C4x,Audi,Sedan,B,36879,594,5,479,5,10.01,Petrol,Petrol,0,0,1501.5,2095.5,47356.5,1.3641116488074663
Mazda 666,Mazda,Crossover,B,30737,526,5,706,4,8.48,Hybrid,Petrol+Electric,1,1,1272.0,1798.0,39727.0,1.144342666205784
DS Automobiles K4 Pro,DS Automobiles,Crossover,C,42760,345,7,591,4,12.51,Petrol,Petrol,0,1,1876.5,2221.5,53867.5,1.5516620578407652
Peugeot X-Class,Peugeot,Sedan,E,80726,718,5,582,5,8.68,Hybrid,Petrol+Electric,1,0,1302.0,2020.0,90826.0,2.6162576333678995
Land Rover N4x,Land Rover,Crossover,C,41477,541,7,558,3,8.02,Diesel,Diesel,0,1,1203.0,1744.0,50197.0,1.4459327111418365
Citroën 444,Citroën,Hatchback,A,28331,599,5,309,5,7.54,Diesel,Diesel,0,0,1131.0,1730.0,36981.0,1.0652436916695471
Mazda S6 Pro,Mazda,Hatchback,B,35789,647,5,417,4,8.11,Diesel,Diesel,0,0,1216.5,1863.5,45106.5,1.2993000345661943
Volkswagen G5,Volkswagen,Hatchback,A,23401,447,5,519,4,7.18,Diesel,Diesel,0,0,1077.0,1524.0,31021.0,0.8935649268348889
Volvo G77,Volvo,SUV,C,37417,518,6,661,4,11.47,Diesel,Diesel,0,1,1720.5,2238.5,48609.5,1.4002045166493835
Mazda W33,Mazda,Pickup,D,53795,579,4,0,3,10.56,Petrol,Petrol,0,0,1584.0,2163.0,64610.0,1.8611015093904828
Toyota H4,Toyota,Crossover,C,42178,497,6,742,4,7.53,Hybrid,Diesel+Electric,1,1,1129.5,1626.5,50310.5,1.4492020970157853
Peugeot P-Class,Peugeot,Wagon,D,55097,820,5,533,4,10.12,Diesel,Diesel,0,1,1517.9999999999998,2338.0,66787.0,1.9238103468141492
Ford I77,Ford,SUV,A,28673,563,5,697,4,9.16,Diesel,Diesel,0,1,1374.0,1937.0,38358.0,1.1049083995852056
Dacia VV-2,Dacia,Wagon,C,36950,385,5,584,4,8.24,Hybrid,Petrol+Electric,1,1,1236.0,1621.0,45055.0,1.2978165687291163
Lancia K4,Lancia,Pickup,D,64555,844,5,0,4,8.34,Hybrid,Petrol+Electric,1,0,1251.0,2095.0,75030.0,2.161251296232285
Nissan XX-77,Nissan,SUV,D,51148,631,6,468,4,9.46,Diesel,Diesel,0,0,1419.0000000000002,2050.0,61398.0,1.7685793294158314
Kia Z7 Pro,Kia,Pickup,E,71396,635,5,0,4,8.78,Diesel,Diesel,0,0,1317.0,1952.0,81156.0,2.3377117179398548
Peugeot A1 Pro,Peugeot,Crossover,B,35896,777,6,575,5,6.38,Diesel,Diesel,0,1,957.0,1734.0,44566.0,1.2837308445673465
Mini V6 Pro,Mini,Wagon,C,48521,596,5,761,5,5.3,Hybrid,Petrol+Electric,1,1,795.0,1391.0,55476.0,1.5979951607328033
Citroën T55,Citroën,Sedan,D,54704,558,5,597,4,5.83,Hybrid,Petrol+Electric,1,0,874.5,1432.5,61866.5,1.7820745477589583
Kia T1x,Kia,Crossover,B,28939,300,7,608,3,12.32,Petrol,Petrol,0,1,1848.0,2148.0,39679.0,1.1429600184353037
Mercedes-Benz V22,Mercedes-Benz,SUV,D,57956,303,7,798,3,5.69,Hybrid,Petrol+Electric,1,1,853.5000000000001,1156.5,63738.5,1.8359978108076966
Citroën PP-55,Citroën,MPV,C,41409,683,5,790,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1433.0,48574.0,1.3991819334024658
Koenigsegg 555,Koenigsegg,MPV,B,41053,581,7,784,5,6.34,Hybrid,Petrol+Electric,1,0,951.0,1532.0,48713.0,1.4031858509044821
Saab BB-5,Saab,SUV,D,64865,542,7,524,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1292.0,71325.0,2.0545281714483234
Vauxhall LL-1,Vauxhall,MPV,D,50847,564,8,787,3,9.14,Diesel,Diesel,0,0,1371.0,1935.0,60522.0,1.7433460076045628
DS Automobiles H99,DS Automobiles,Convertible,E,71573,619,4,318,5,8.91,Hybrid,Petrol+Electric,1,0,1336.5,1955.5,81350.5,2.3433143219264894
Mercedes-Benz BB3,Mercedes-Benz,Crossover,E,84277,681,5,601,4,6.7,Hybrid,Diesel+Electric,1,1,1005.0,1686.0,92707.0,2.670440142873603
Citroën S55,Citroën,Hatchback,B,27719,428,5,438,4,13.32,Petrol,Petrol,0,0,1998.0,2426.0,39849.0,1.1478568959557554
Skoda N6x,Skoda,Hatchback,D,53857,574,5,364,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1324.0,60477.0,1.7420497753197373
Maserati P66,Maserati,Hatchback,F,102474,687,5,501,3,11.95,Petrol,Petrol,0,0,1792.5,2479.5,114871.5,3.3088921534739026
Volvo G44,Volvo,Hatchback,B,38109,537,5,400,3,10.11,Diesel,Diesel,0,0,1516.5,2053.5,48376.5,1.3934929139301764
Vauxhall R33,Vauxhall,Pickup,C,44052,297,5,0,3,14.01,Petrol,Petrol,0,0,2101.5,2398.5,56044.5,1.6143708952644313
Kia AA-3,Kia,Sedan,E,86091,529,5,474,5,5.57,Hybrid,Petrol+Electric,1,0,835.5,1364.5,92913.5,2.6763884088028576
Volkswagen E6,Volkswagen,Wagon,B,32222,371,5,728,4,6.76,Hybrid,Petrol+Electric,1,1,1014.0,1385.0,39147.0,1.1276356723124783
Alfa Romeo T2x,Alfa Romeo,Crossover,E,71748,727,6,651,5,11.72,Petrol,Petrol,0,1,1758.0,2485.0,84173.0,2.4246168913469295
Nissan GG-1,Nissan,Crossover,C,40723,493,6,715,4,9.01,Diesel,Diesel,0,1,1351.5,1844.5,49945.5,1.4386882129277567
Lancia AA-4,Lancia,Sedan,E,83814,488,5,512,4,8.7,Hybrid,Petrol+Electric,1,0,1305.0,1793.0,92779.0,2.672514114529324
Mercedes-Benz II-7,Mercedes-Benz,Crossover,C,46674,481,7,537,3,13.85,Petrol,Petrol,0,1,2077.5,2558.5,59466.5,1.712942159234935
Seat PP-22,Seat,Crossover,D,54907,688,7,525,5,12.36,Petrol,Petrol,0,1,1854.0,2542.0,67617.0,1.9477186311787071
Fiat 777,Fiat,Crossover,D,59245,679,5,491,5,13.92,Petrol,Petrol,0,0,2088.0,2767.0,73080.0,2.105081230556516
Renault MM-11,Renault,Sedan,A,26018,454,5,444,4,6.44,Diesel,Diesel,0,0,966.0000000000001,1420.0,33118.0,0.9539693513077544
Hyundai OO-33,Hyundai,Wagon,C,45269,532,5,559,4,9.38,Diesel,Diesel,0,1,1407.0000000000002,1939.0000000000002,54964.0,1.5832469178476782
Opel UU-66,Opel,Hatchback,E,69211,554,5,471,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1304.0,75731.0,2.1814437147136765
Toyota HH1,Toyota,Crossover,F,103676,867,7,528,4,9.27,Diesel,Diesel,0,1,1390.5,2257.5,114963.5,3.3115422283673235
Volvo I66,Volvo,SUV,F,102581,394,7,809,3,13.12,Petrol,Petrol,0,1,1967.9999999999998,2362.0,114391.0,3.295051273188155
Mini BB-2,Mini,Sedan,D,56770,376,5,501,4,5.31,Hybrid,Petrol+Electric,1,0,796.4999999999999,1172.5,62632.5,1.804139301762876
Mercedes-Benz H99,Mercedes-Benz,Coupe,D,71753,927,4,218,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1677.0,80138.0,2.308388063140915
Mercedes-Benz Q-Class,Mercedes-Benz,Hatchback,C,42968,692,5,517,3,12.74,Petrol,Petrol,0,0,1911.0,2603.0,55983.0,1.6125993778085033
Opel AA-4,Opel,MPV,C,42439,353,7,836,4,5.75,Hybrid,Petrol+Electric,1,0,862.5,1215.5,48516.5,1.3975256365940776
Fiat X-Class,Fiat,Convertible,C,55042,978,3,207,5,7.72,Hybrid,Petrol+Electric,1,0,1158.0,2136.0,65722.0,1.8931328494066137
Opel E9,Opel,SUV,A,20201,569,5,730,5,11.0,Petrol,Petrol,0,1,1650.0,2219.0,31296.0,0.9014863463532665
Hyundai P-Class,Hyundai,Sedan,B,34539,553,5,391,4,8.57,Petrol,Petrol,0,0,1285.5,1838.5,43731.5,1.2596929369743057
Peugeot C8,Peugeot,Hatchback,C,38408,716,5,318,4,11.92,Petrol,Petrol,0,0,1788.0,2504.0,50928.0,1.4669892844797787
BMW F33,BMW,MPV,C,39538,421,6,635,5,15.25,Petrol,Petrol,0,0,2287.5,2708.5,53080.5,1.5289923954372624
Fiat B-Class,Fiat,Crossover,C,46597,486,5,657,3,7.23,Hybrid,Petrol+Electric,1,1,1084.5,1570.5,54449.5,1.5684266620578409
Kia P7,Kia,Hatchback,B,35817,622,5,434,4,7.48,Diesel,Diesel,0,0,1122.0,1744.0,44537.0,1.2828954948726812
Vauxhall W-Class,Vauxhall,SUV,D,57229,705,6,568,4,8.61,Diesel,Diesel,0,1,1291.5,1996.5,67211.5,1.9360381380343357
Hyundai ZZ-22,Hyundai,Hatchback,F,105928,680,5,510,5,12.83,Petrol,Petrol,0,0,1924.5,2604.5,118950.5,3.4263884088028576
Toyota VV-88,Toyota,Crossover,C,37630,571,6,668,3,9.64,Diesel,Diesel,0,1,1446.0,2017.0,47715.0,1.3744382993432422
Suzuki II7,Suzuki,SUV,E,75370,575,6,700,5,8.22,Hybrid,Petrol+Electric,1,1,1233.0,1808.0,84410.0,2.4314437147136765
Honda 333,Honda,Hatchback,E,71498,671,5,308,4,7.39,Diesel,Diesel,0,0,1108.5,1779.5,80395.5,2.315805392326305
Peugeot B-Class,Peugeot,Coupe,B,29325,564,2,342,5,13.9,Petrol,Petrol,0,0,2085.0,2649.0,42570.0,1.226235741444867
Toyota VV9,Toyota,Sedan,B,28177,501,5,413,5,13.49,Petrol,Petrol,0,0,2023.5,2524.5,40799.5,1.1752362023274572
Kia SS-8,Kia,Crossover,B,33949,488,7,630,4,7.42,Hybrid,Petrol+Electric,1,1,1113.0,1601.0,41954.0,1.208491761723701
Opel W88,Opel,Crossover,B,32517,456,6,513,4,5.07,Hybrid,Petrol+Electric,1,1,760.5,1216.5,38599.5,1.1118648461804355
Mazda L99,Mazda,Pickup,C,51651,445,3,0,4,8.47,Diesel,Diesel,0,0,1270.5,1715.5,60228.5,1.7348916925913123
Maserati 333,Maserati,SUV,C,42571,680,6,807,4,8.18,Hybrid,Diesel+Electric,1,1,1227.0,1907.0,52106.0,1.5009217651803204
Volvo UU1,Volvo,MPV,E,84992,723,5,985,5,5.85,Hybrid,Petrol+Electric,1,0,877.5,1600.5,92994.5,2.6787216269155434
BMW NN7,BMW,SUV,C,49975,681,7,667,4,6.57,Hybrid,Petrol+Electric,1,1,985.5,1666.5,58307.5,1.6795569766102085
Subaru K5 Pro,Subaru,Coupe,C,41521,455,2,290,4,7.53,Diesel,Diesel,0,0,1129.5,1584.5,49443.5,1.4242280216614818
Mini Z3 Pro,Mini,Sedan,F,112334,586,5,543,5,5.0,Hybrid,Diesel+Electric,1,0,750.0,1336.0,119014.0,3.428217536582556
